surface_m2,nb_pieces,is_maison,revenu_median_mensuel,taux_pauvrete_pct,population_2019,part_jeunes_pct,part_seniors_pct,mois_mutation,distance_transport_m,est_metro_proche,q_Bagatelle / Reynerie,q_Borderouge / Croix-Daurade,q_Capitole / Carmes,q_Côte Pavée / Jolimont,q_Rangueil / Saouzelong,q_Saint-Cyprien / Arènes
37.0,1,0,2324.5,16.1,83796,41.1,13.4,9,,,False,False,True,False,False,False
100.0,4,0,1956.6,18.3,66372,26.5,15.3,4,,,True,False,False,False,False,False
118.0,3,1,1935.5,19.1,96734,32.2,13.0,12,157.8,0.0,False,True,False,False,False,False
62.0,3,0,1529.5,36.2,105462,32.7,11.3,1,,,False,False,False,False,True,False
73.0,3,0,1935.5,19.1,96734,32.2,13.0,12,,,False,True,False,False,False,False
35.0,2,0,2324.5,16.1,83796,41.1,13.4,8,,,False,False,True,False,False,False
41.0,2,0,1935.5,19.1,96734,32.2,13.0,7,273.4,0.0,False,True,False,False,False,False
81.0,3,0,1529.5,36.2,105462,32.7,11.3,12,22.0,0.0,False,False,False,False,True,False
17.0,1,0,2324.5,16.1,83796,41.1,13.4,7,187.2,0.0,False,False,True,False,False,False
73.0,4,1,1935.5,19.1,96734,32.2,13.0,12,,,False,True,False,False,False,False
83.0,4,0,1935.5,19.1,96734,32.2,13.0,4,,,False,True,False,False,False,False
32.0,2,0,2155.0,15.3,70863,28.8,15.8,7,55.9,0.0,False,False,False,False,False,True
92.0,3,1,1935.5,19.1,96734,32.2,13.0,11,139.7,0.0,False,True,False,False,False,False
64.0,3,0,1529.5,36.2,105462,32.7,11.3,8,150.0,0.0,False,False,False,False,True,False
60.0,3,0,1956.6,18.3,66372,26.5,15.3,5,,,True,False,False,False,False,False
140.0,5,1,1638.4,25.8,70238,27.7,10.2,5,332.9,0.0,False,False,False,True,False,False
107.0,5,0,1529.5,36.2,105462,32.7,11.3,10,,,False,False,False,False,True,False
18.0,1,0,2324.5,16.1,83796,41.1,13.4,11,,,False,False,True,False,False,False
96.0,4,0,2324.5,16.1,83796,41.1,13.4,1,86.9,0.0,False,False,True,False,False,False
68.0,2,0,2324.5,16.1,83796,41.1,13.4,10,,,False,False,True,False,False,False
23.0,1,0,2324.5,16.1,83796,41.1,13.4,4,210.3,0.0,False,False,True,False,False,False
36.0,2,0,1529.5,36.2,105462,32.7,11.3,4,,,False,False,False,False,True,False
103.0,6,1,1638.4,25.8,70238,27.7,10.2,6,,,False,False,False,True,False,False
77.0,4,0,2155.0,15.3,70863,28.8,15.8,9,,,False,False,False,False,False,True
53.0,2,0,1638.4,25.8,70238,27.7,10.2,8,387.2,1.0,False,False,False,True,False,False
64.0,3,0,1638.4,25.8,70238,27.7,10.2,12,,,False,False,False,True,False,False
68.0,4,0,1529.5,36.2,105462,32.7,11.3,8,,,False,False,False,False,True,False
177.0,4,1,2155.0,15.3,70863,28.8,15.8,5,344.7,0.0,False,False,False,False,False,True
78.0,5,0,2155.0,15.3,70863,28.8,15.8,7,203.2,0.0,False,False,False,False,False,True
78.0,3,0,1529.5,36.2,105462,32.7,11.3,11,,,False,False,False,False,True,False
69.0,3,0,1935.5,19.1,96734,32.2,13.0,7,,,False,True,False,False,False,False
71.0,3,0,1529.5,36.2,105462,32.7,11.3,4,10.3,0.0,False,False,False,False,True,False
62.0,3,0,1935.5,19.1,96734,32.2,13.0,3,,,False,True,False,False,False,False
112.0,5,0,1956.6,18.3,66372,26.5,15.3,4,243.9,0.0,True,False,False,False,False,False
69.0,3,0,1529.5,36.2,105462,32.7,11.3,9,,,False,False,False,False,True,False
43.0,2,0,1935.5,19.1,96734,32.2,13.0,12,389.9,0.0,False,True,False,False,False,False
22.0,1,0,1956.6,18.3,66372,26.5,15.3,5,317.4,0.0,True,False,False,False,False,False
63.0,3,0,1935.5,19.1,96734,32.2,13.0,12,,,False,True,False,False,False,False
39.0,2,0,2155.0,15.3,70863,28.8,15.8,5,47.0,0.0,False,False,False,False,False,True
84.0,4,0,1638.4,25.8,70238,27.7,10.2,7,,,False,False,False,True,False,False
16.0,1,0,1529.5,36.2,105462,32.7,11.3,2,,,False,False,False,False,True,False
49.0,3,0,1935.5,19.1,96734,32.2,13.0,1,170.8,0.0,False,True,False,False,False,False
80.0,3,0,1638.4,25.8,70238,27.7,10.2,12,,,False,False,False,True,False,False
20.0,1,0,1529.5,36.2,105462,32.7,11.3,7,,,False,False,False,False,True,False
45.0,3,1,2155.0,15.3,70863,28.8,15.8,10,,,False,False,False,False,False,True
36.0,2,0,1935.5,19.1,96734,32.2,13.0,6,,,False,True,False,False,False,False
80.0,4,1,1529.5,36.2,105462,32.7,11.3,9,115.5,0.0,False,False,False,False,True,False
55.0,3,0,1529.5,36.2,105462,32.7,11.3,6,73.0,0.0,False,False,False,False,True,False
47.0,2,0,2155.0,15.3,70863,28.8,15.8,3,,,False,False,False,False,False,True
80.0,4,1,1638.4,25.8,70238,27.7,10.2,8,34.6,0.0,False,False,False,True,False,False
31.0,1,0,2155.0,15.3,70863,28.8,15.8,5,124.8,0.0,False,False,False,False,False,True
76.0,4,0,1935.5,19.1,96734,32.2,13.0,4,214.2,0.0,False,True,False,False,False,False
54.0,3,0,1529.5,36.2,105462,32.7,11.3,7,,,False,False,False,False,True,False
80.0,3,0,1956.6,18.3,66372,26.5,15.3,10,,,True,False,False,False,False,False
51.0,3,0,2324.5,16.1,83796,41.1,13.4,10,,,False,False,True,False,False,False
73.0,3,0,2324.5,16.1,83796,41.1,13.4,1,,,False,False,True,False,False,False
52.0,2,0,2155.0,15.3,70863,28.8,15.8,12,,,False,False,False,False,False,True
21.0,1,0,1638.4,25.8,70238,27.7,10.2,10,,,False,False,False,True,False,False
58.0,3,0,1935.5,19.1,96734,32.2,13.0,2,,,False,True,False,False,False,False
22.0,1,0,2155.0,15.3,70863,28.8,15.8,9,42.8,1.0,False,False,False,False,False,True
66.0,3,0,1935.5,19.1,96734,32.2,13.0,10,,,False,True,False,False,False,False
75.0,4,0,1638.4,25.8,70238,27.7,10.2,1,157.5,0.0,False,False,False,True,False,False
19.0,1,0,2324.5,16.1,83796,41.1,13.4,5,,,False,False,True,False,False,False
69.0,3,0,2155.0,15.3,70863,28.8,15.8,6,,,False,False,False,False,False,True
37.0,2,0,1638.4,25.8,70238,27.7,10.2,6,,,False,False,False,True,False,False
63.0,3,0,1529.5,36.2,105462,32.7,11.3,2,,,False,False,False,False,True,False
43.0,3,1,1956.6,18.3,66372,26.5,15.3,11,,,True,False,False,False,False,False
29.0,2,0,1935.5,19.1,96734,32.2,13.0,7,,,False,True,False,False,False,False
46.0,2,0,1935.5,19.1,96734,32.2,13.0,2,286.0,0.0,False,True,False,False,False,False
43.0,2,0,1529.5,36.2,105462,32.7,11.3,10,210.8,0.0,False,False,False,False,True,False
84.0,3,0,2324.5,16.1,83796,41.1,13.4,12,46.8,0.0,False,False,True,False,False,False
50.0,3,0,2155.0,15.3,70863,28.8,15.8,11,,,False,False,False,False,False,True
36.0,2,0,2324.5,16.1,83796,41.1,13.4,7,136.9,0.0,False,False,True,False,False,False
95.0,5,0,2155.0,15.3,70863,28.8,15.8,9,,,False,False,False,False,False,True
83.0,4,0,1956.6,18.3,66372,26.5,15.3,1,269.0,0.0,True,False,False,False,False,False
81.0,4,0,1935.5,19.1,96734,32.2,13.0,5,,,False,True,False,False,False,False
32.0,2,0,2155.0,15.3,70863,28.8,15.8,1,,,False,False,False,False,False,True
26.0,1,0,1638.4,25.8,70238,27.7,10.2,4,,,False,False,False,True,False,False
43.0,2,0,1935.5,19.1,96734,32.2,13.0,9,,,False,True,False,False,False,False
62.0,3,0,1935.5,19.1,96734,32.2,13.0,5,,,False,True,False,False,False,False
38.0,2,0,1529.5,36.2,105462,32.7,11.3,4,,,False,False,False,False,True,False
65.0,2,0,1638.4,25.8,70238,27.7,10.2,1,15.0,0.0,False,False,False,True,False,False
56.0,2,0,1529.5,36.2,105462,32.7,11.3,12,87.1,1.0,False,False,False,False,True,False
78.0,4,1,1638.4,25.8,70238,27.7,10.2,6,,,False,False,False,True,False,False
82.0,4,0,1935.5,19.1,96734,32.2,13.0,8,,,False,True,False,False,False,False
56.0,3,0,1935.5,19.1,96734,32.2,13.0,9,121.5,1.0,False,True,False,False,False,False
90.0,6,0,1935.5,19.1,96734,32.2,13.0,3,77.4,0.0,False,True,False,False,False,False
59.0,4,0,2155.0,15.3,70863,28.8,15.8,6,84.4,0.0,False,False,False,False,False,True
56.0,3,0,1935.5,19.1,96734,32.2,13.0,5,,,False,True,False,False,False,False
42.0,2,0,2324.5,16.1,83796,41.1,13.4,10,,,False,False,True,False,False,False
74.0,3,1,1935.5,19.1,96734,32.2,13.0,6,,,False,True,False,False,False,False
34.0,1,0,2324.5,16.1,83796,41.1,13.4,8,,,False,False,True,False,False,False
62.0,3,0,1935.5,19.1,96734,32.2,13.0,8,99.0,0.0,False,True,False,False,False,False
26.0,1,0,2324.5,16.1,83796,41.1,13.4,8,,,False,False,True,False,False,False
51.0,3,0,2324.5,16.1,83796,41.1,13.4,8,50.6,0.0,False,False,True,False,False,False
89.0,4,0,1529.5,36.2,105462,32.7,11.3,3,,,False,False,False,False,True,False
126.0,3,0,2324.5,16.1,83796,41.1,13.4,9,,,False,False,True,False,False,False
63.0,3,0,1935.5,19.1,96734,32.2,13.0,7,,,False,True,False,False,False,False
93.0,4,1,1956.6,18.3,66372,26.5,15.3,2,,,True,False,False,False,False,False
72.0,3,0,2324.5,16.1,83796,41.1,13.4,12,60.6,0.0,False,False,True,False,False,False
93.0,5,1,2155.0,15.3,70863,28.8,15.8,4,72.3,0.0,False,False,False,False,False,True
100.0,4,0,1638.4,25.8,70238,27.7,10.2,4,185.1,0.0,False,False,False,True,False,False
86.0,5,0,2155.0,15.3,70863,28.8,15.8,8,,,False,False,False,False,False,True
27.0,1,0,1529.5,36.2,105462,32.7,11.3,8,,,False,False,False,False,True,False
62.0,3,0,1956.6,18.3,66372,26.5,15.3,11,,,True,False,False,False,False,False
110.0,5,1,2155.0,15.3,70863,28.8,15.8,6,,,False,False,False,False,False,True
30.0,1,0,2155.0,15.3,70863,28.8,15.8,9,,,False,False,False,False,False,True
70.0,3,0,2155.0,15.3,70863,28.8,15.8,9,284.4,0.0,False,False,False,False,False,True
87.0,4,1,1935.5,19.1,96734,32.2,13.0,12,,,False,True,False,False,False,False
62.0,3,0,1935.5,19.1,96734,32.2,13.0,8,,,False,True,False,False,False,False
51.0,3,0,2155.0,15.3,70863,28.8,15.8,7,,,False,False,False,False,False,True
49.0,2,0,1529.5,36.2,105462,32.7,11.3,9,,,False,False,False,False,True,False
30.0,2,0,2324.5,16.1,83796,41.1,13.4,4,27.1,0.0,False,False,True,False,False,False
45.0,2,0,1529.5,36.2,105462,32.7,11.3,12,139.2,0.0,False,False,False,False,True,False
70.0,3,0,1956.6,18.3,66372,26.5,15.3,7,187.4,0.0,True,False,False,False,False,False
23.0,1,0,1956.6,18.3,66372,26.5,15.3,12,,,True,False,False,False,False,False
49.0,2,0,1935.5,19.1,96734,32.2,13.0,6,207.2,0.0,False,True,False,False,False,False
26.0,1,0,1529.5,36.2,105462,32.7,11.3,2,,,False,False,False,False,True,False
81.0,4,0,1529.5,36.2,105462,32.7,11.3,2,,,False,False,False,False,True,False
78.0,3,0,1529.5,36.2,105462,32.7,11.3,10,,,False,False,False,False,True,False
24.0,1,0,2324.5,16.1,83796,41.1,13.4,4,,,False,False,True,False,False,False
49.0,3,0,2324.5,16.1,83796,41.1,13.4,10,,,False,False,True,False,False,False
42.0,2,0,1935.5,19.1,96734,32.2,13.0,7,,,False,True,False,False,False,False
77.0,5,1,1956.6,18.3,66372,26.5,15.3,9,45.0,0.0,True,False,False,False,False,False
31.0,1,0,1529.5,36.2,105462,32.7,11.3,2,,,False,False,False,False,True,False
70.0,3,0,1956.6,18.3,66372,26.5,15.3,7,,,True,False,False,False,False,False
42.0,2,0,2155.0,15.3,70863,28.8,15.8,6,,,False,False,False,False,False,True
59.0,2,0,2324.5,16.1,83796,41.1,13.4,8,,,False,False,True,False,False,False
50.0,3,0,1935.5,19.1,96734,32.2,13.0,1,288.3,0.0,False,True,False,False,False,False
51.0,3,0,1935.5,19.1,96734,32.2,13.0,5,,,False,True,False,False,False,False
51.0,2,0,2155.0,15.3,70863,28.8,15.8,4,,,False,False,False,False,False,True
96.0,4,0,1935.5,19.1,96734,32.2,13.0,6,,,False,True,False,False,False,False
58.0,2,0,2324.5,16.1,83796,41.1,13.4,2,,,False,False,True,False,False,False
53.0,3,0,1956.6,18.3,66372,26.5,15.3,9,,,True,False,False,False,False,False
71.0,4,0,1638.4,25.8,70238,27.7,10.2,8,233.8,0.0,False,False,False,True,False,False
127.0,4,0,1529.5,36.2,105462,32.7,11.3,2,,,False,False,False,False,True,False
63.0,4,0,1935.5,19.1,96734,32.2,13.0,10,214.3,0.0,False,True,False,False,False,False
25.0,1,0,1529.5,36.2,105462,32.7,11.3,1,134.8,0.0,False,False,False,False,True,False
15.0,1,0,1956.6,18.3,66372,26.5,15.3,3,,,True,False,False,False,False,False
46.0,2,0,1935.5,19.1,96734,32.2,13.0,2,,,False,True,False,False,False,False
27.0,1,0,1956.6,18.3,66372,26.5,15.3,3,162.6,0.0,True,False,False,False,False,False
38.0,2,0,2324.5,16.1,83796,41.1,13.4,5,16.6,0.0,False,False,True,False,False,False
89.0,4,1,1935.5,19.1,96734,32.2,13.0,12,,,False,True,False,False,False,False
124.0,5,0,1956.6,18.3,66372,26.5,15.3,11,,,True,False,False,False,False,False
120.0,5,0,1638.4,25.8,70238,27.7,10.2,7,,,False,False,False,True,False,False
62.0,3,0,1638.4,25.8,70238,27.7,10.2,10,,,False,False,False,True,False,False
54.0,3,0,1638.4,25.8,70238,27.7,10.2,1,,,False,False,False,True,False,False
80.0,4,0,1638.4,25.8,70238,27.7,10.2,4,,,False,False,False,True,False,False
95.0,3,0,1529.5,36.2,105462,32.7,11.3,12,,,False,False,False,False,True,False
73.0,3,1,1935.5,19.1,96734,32.2,13.0,7,202.3,0.0,False,True,False,False,False,False
29.0,1,0,1529.5,36.2,105462,32.7,11.3,10,,,False,False,False,False,True,False
20.0,1,0,1529.5,36.2,105462,32.7,11.3,2,,,False,False,False,False,True,False
56.0,3,0,2324.5,16.1,83796,41.1,13.4,12,,,False,False,True,False,False,False
65.0,3,0,2155.0,15.3,70863,28.8,15.8,4,,,False,False,False,False,False,True
45.0,4,1,1638.4,25.8,70238,27.7,10.2,7,141.1,0.0,False,False,False,True,False,False
53.0,2,0,1638.4,25.8,70238,27.7,10.2,5,,,False,False,False,True,False,False
40.0,2,1,2324.5,16.1,83796,41.1,13.4,12,,,False,False,True,False,False,False
54.0,3,0,1935.5,19.1,96734,32.2,13.0,1,,,False,True,False,False,False,False
190.0,5,0,1529.5,36.2,105462,32.7,11.3,2,,,False,False,False,False,True,False
76.0,5,1,1956.6,18.3,66372,26.5,15.3,6,102.4,0.0,True,False,False,False,False,False
34.0,2,0,1935.5,19.1,96734,32.2,13.0,3,36.7,0.0,False,True,False,False,False,False
83.0,4,0,1529.5,36.2,105462,32.7,11.3,4,184.4,1.0,False,False,False,False,True,False
23.0,1,0,1638.4,25.8,70238,27.7,10.2,12,318.3,0.0,False,False,False,True,False,False
53.0,3,0,1529.5,36.2,105462,32.7,11.3,11,191.1,0.0,False,False,False,False,True,False
39.0,2,0,2155.0,15.3,70863,28.8,15.8,11,,,False,False,False,False,False,True
31.0,1,0,2155.0,15.3,70863,28.8,15.8,10,126.7,0.0,False,False,False,False,False,True
60.0,3,0,1935.5,19.1,96734,32.2,13.0,2,,,False,True,False,False,False,False
68.0,3,0,1935.5,19.1,96734,32.2,13.0,2,76.2,0.0,False,True,False,False,False,False
59.0,3,0,1935.5,19.1,96734,32.2,13.0,8,,,False,True,False,False,False,False
93.0,4,0,1529.5,36.2,105462,32.7,11.3,6,58.3,0.0,False,False,False,False,True,False
44.0,2,0,1935.5,19.1,96734,32.2,13.0,4,,,False,True,False,False,False,False
76.0,3,0,1956.6,18.3,66372,26.5,15.3,10,,,True,False,False,False,False,False
60.0,2,0,1529.5,36.2,105462,32.7,11.3,10,,,False,False,False,False,True,False
82.0,4,0,1956.6,18.3,66372,26.5,15.3,5,,,True,False,False,False,False,False
41.0,2,0,1935.5,19.1,96734,32.2,13.0,11,,,False,True,False,False,False,False
46.0,3,0,1529.5,36.2,105462,32.7,11.3,1,250.6,0.0,False,False,False,False,True,False
27.0,2,0,1529.5,36.2,105462,32.7,11.3,2,97.2,0.0,False,False,False,False,True,False
58.0,3,0,1638.4,25.8,70238,27.7,10.2,1,49.6,0.0,False,False,False,True,False,False
95.0,5,1,1956.6,18.3,66372,26.5,15.3,8,,,True,False,False,False,False,False
34.0,2,0,1638.4,25.8,70238,27.7,10.2,1,,,False,False,False,True,False,False
30.0,1,0,2155.0,15.3,70863,28.8,15.8,3,164.4,0.0,False,False,False,False,False,True
82.0,3,0,1638.4,25.8,70238,27.7,10.2,11,,,False,False,False,True,False,False
86.0,3,0,1529.5,36.2,105462,32.7,11.3,7,,,False,False,False,False,True,False
27.0,1,0,2155.0,15.3,70863,28.8,15.8,11,,,False,False,False,False,False,True
67.0,3,0,1638.4,25.8,70238,27.7,10.2,11,,,False,False,False,True,False,False
71.0,2,0,1956.6,18.3,66372,26.5,15.3,9,367.7,0.0,True,False,False,False,False,False
55.0,3,0,2155.0,15.3,70863,28.8,15.8,8,24.5,0.0,False,False,False,False,False,True
49.0,2,0,1935.5,19.1,96734,32.2,13.0,9,11.0,0.0,False,True,False,False,False,False
34.0,2,0,1529.5,36.2,105462,32.7,11.3,6,214.0,0.0,False,False,False,False,True,False
40.0,2,0,1529.5,36.2,105462,32.7,11.3,10,,,False,False,False,False,True,False
44.0,2,0,1529.5,36.2,105462,32.7,11.3,2,,,False,False,False,False,True,False
40.0,3,0,2155.0,15.3,70863,28.8,15.8,11,,,False,False,False,False,False,True
65.0,2,1,1638.4,25.8,70238,27.7,10.2,7,,,False,False,False,True,False,False
52.0,3,0,1638.4,25.8,70238,27.7,10.2,8,,,False,False,False,True,False,False
64.0,3,0,1935.5,19.1,96734,32.2,13.0,12,288.7,0.0,False,True,False,False,False,False
17.0,1,0,2324.5,16.1,83796,41.1,13.4,11,,,False,False,True,False,False,False
42.0,2,0,2155.0,15.3,70863,28.8,15.8,8,,,False,False,False,False,False,True
43.0,2,0,1935.5,19.1,96734,32.2,13.0,3,,,False,True,False,False,False,False
147.0,6,1,1529.5,36.2,105462,32.7,11.3,3,,,False,False,False,False,True,False
76.0,3,0,2324.5,16.1,83796,41.1,13.4,7,,,False,False,True,False,False,False
30.0,1,0,2324.5,16.1,83796,41.1,13.4,11,,,False,False,True,False,False,False
67.0,3,0,1529.5,36.2,105462,32.7,11.3,7,,,False,False,False,False,True,False
94.0,4,1,1935.5,19.1,96734,32.2,13.0,6,199.5,0.0,False,True,False,False,False,False
48.0,2,0,1935.5,19.1,96734,32.2,13.0,9,,,False,True,False,False,False,False
100.0,4,1,1956.6,18.3,66372,26.5,15.3,6,198.4,0.0,True,False,False,False,False,False
56.0,2,0,1956.6,18.3,66372,26.5,15.3,2,377.2,0.0,True,False,False,False,False,False
44.0,2,0,1935.5,19.1,96734,32.2,13.0,2,,,False,True,False,False,False,False
69.0,3,0,2155.0,15.3,70863,28.8,15.8,3,,,False,False,False,False,False,True
77.0,4,1,2155.0,15.3,70863,28.8,15.8,3,,,False,False,False,False,False,True
111.0,5,0,1529.5,36.2,105462,32.7,11.3,9,164.2,0.0,False,False,False,False,True,False
53.0,2,0,1638.4,25.8,70238,27.7,10.2,12,,,False,False,False,True,False,False
73.0,3,0,2324.5,16.1,83796,41.1,13.4,10,,,False,False,True,False,False,False
26.0,2,0,1529.5,36.2,105462,32.7,11.3,12,113.3,0.0,False,False,False,False,True,False
62.0,3,0,2155.0,15.3,70863,28.8,15.8,11,,,False,False,False,False,False,True
76.0,3,0,2324.5,16.1,83796,41.1,13.4,4,,,False,False,True,False,False,False
63.0,3,0,1638.4,25.8,70238,27.7,10.2,3,,,False,False,False,True,False,False
62.0,3,0,1935.5,19.1,96734,32.2,13.0,8,,,False,True,False,False,False,False
88.0,4,1,2155.0,15.3,70863,28.8,15.8,2,,,False,False,False,False,False,True
108.0,6,1,1956.6,18.3,66372,26.5,15.3,10,,,True,False,False,False,False,False
67.0,3,0,1529.5,36.2,105462,32.7,11.3,7,,,False,False,False,False,True,False
75.0,3,0,1638.4,25.8,70238,27.7,10.2,3,26.1,0.0,False,False,False,True,False,False
51.0,2,0,1529.5,36.2,105462,32.7,11.3,9,48.3,0.0,False,False,False,False,True,False
63.0,3,0,2155.0,15.3,70863,28.8,15.8,2,121.3,0.0,False,False,False,False,False,True
107.0,5,0,2324.5,16.1,83796,41.1,13.4,7,113.1,0.0,False,False,True,False,False,False
82.0,4,0,1529.5,36.2,105462,32.7,11.3,5,87.1,0.0,False,False,False,False,True,False
54.0,2,0,1956.6,18.3,66372,26.5,15.3,9,,,True,False,False,False,False,False
143.0,5,0,1638.4,25.8,70238,27.7,10.2,5,,,False,False,False,True,False,False
190.0,4,0,1529.5,36.2,105462,32.7,11.3,7,,,False,False,False,False,True,False
65.0,3,0,1638.4,25.8,70238,27.7,10.2,8,,,False,False,False,True,False,False
120.0,5,0,1529.5,36.2,105462,32.7,11.3,10,,,False,False,False,False,True,False
180.0,4,0,2324.5,16.1,83796,41.1,13.4,6,,,False,False,True,False,False,False
78.0,3,0,1935.5,19.1,96734,32.2,13.0,4,,,False,True,False,False,False,False
37.0,2,0,1529.5,36.2,105462,32.7,11.3,1,,,False,False,False,False,True,False
140.0,4,1,1529.5,36.2,105462,32.7,11.3,12,,,False,False,False,False,True,False
79.0,4,0,1529.5,36.2,105462,32.7,11.3,1,,,False,False,False,False,True,False
34.0,2,0,1638.4,25.8,70238,27.7,10.2,1,,,False,False,False,True,False,False
18.0,1,0,2324.5,16.1,83796,41.1,13.4,3,,,False,False,True,False,False,False
47.0,2,0,2155.0,15.3,70863,28.8,15.8,4,,,False,False,False,False,False,True
40.0,2,0,2324.5,16.1,83796,41.1,13.4,2,154.3,1.0,False,False,True,False,False,False
180.0,4,0,2324.5,16.1,83796,41.1,13.4,2,,,False,False,True,False,False,False
70.0,4,0,2324.5,16.1,83796,41.1,13.4,5,69.1,0.0,False,False,True,False,False,False
67.0,4,0,1935.5,19.1,96734,32.2,13.0,9,,,False,True,False,False,False,False
26.0,1,0,2155.0,15.3,70863,28.8,15.8,9,,,False,False,False,False,False,True
74.0,3,0,2324.5,16.1,83796,41.1,13.4,9,,,False,False,True,False,False,False
200.0,5,0,2324.5,16.1,83796,41.1,13.4,9,172.2,0.0,False,False,True,False,False,False
77.0,4,0,1529.5,36.2,105462,32.7,11.3,2,,,False,False,False,False,True,False
14.0,1,0,2324.5,16.1,83796,41.1,13.4,10,200.9,0.0,False,False,True,False,False,False
70.0,3,0,2155.0,15.3,70863,28.8,15.8,12,120.1,1.0,False,False,False,False,False,True
30.0,1,0,1935.5,19.1,96734,32.2,13.0,4,,,False,True,False,False,False,False
80.0,3,0,1638.4,25.8,70238,27.7,10.2,7,,,False,False,False,True,False,False
35.0,2,0,1935.5,19.1,96734,32.2,13.0,10,161.0,0.0,False,True,False,False,False,False
139.0,5,1,1638.4,25.8,70238,27.7,10.2,8,,,False,False,False,True,False,False
34.0,2,0,1935.5,19.1,96734,32.2,13.0,1,,,False,True,False,False,False,False
61.0,3,1,2155.0,15.3,70863,28.8,15.8,8,118.8,0.0,False,False,False,False,False,True
31.0,2,0,2324.5,16.1,83796,41.1,13.4,7,135.2,0.0,False,False,True,False,False,False
59.0,3,0,1935.5,19.1,96734,32.2,13.0,12,350.1,0.0,False,True,False,False,False,False
38.0,2,0,1935.5,19.1,96734,32.2,13.0,7,84.5,0.0,False,True,False,False,False,False
65.0,3,0,1935.5,19.1,96734,32.2,13.0,2,,,False,True,False,False,False,False
67.0,4,0,1935.5,19.1,96734,32.2,13.0,1,106.6,0.0,False,True,False,False,False,False
30.0,2,0,2155.0,15.3,70863,28.8,15.8,2,,,False,False,False,False,False,True
34.0,1,0,1638.4,25.8,70238,27.7,10.2,11,66.8,0.0,False,False,False,True,False,False
115.0,4,0,1529.5,36.2,105462,32.7,11.3,6,157.6,0.0,False,False,False,False,True,False
92.0,4,1,1956.6,18.3,66372,26.5,15.3,7,,,True,False,False,False,False,False
45.0,2,0,1935.5,19.1,96734,32.2,13.0,3,,,False,True,False,False,False,False
66.0,3,0,1935.5,19.1,96734,32.2,13.0,7,135.5,0.0,False,True,False,False,False,False
68.0,3,0,1935.5,19.1,96734,32.2,13.0,10,85.1,0.0,False,True,False,False,False,False
86.0,4,1,1956.6,18.3,66372,26.5,15.3,10,134.9,0.0,True,False,False,False,False,False
55.0,3,0,1638.4,25.8,70238,27.7,10.2,11,66.1,0.0,False,False,False,True,False,False
53.0,2,0,1956.6,18.3,66372,26.5,15.3,11,,,True,False,False,False,False,False
40.0,2,0,1638.4,25.8,70238,27.7,10.2,3,,,False,False,False,True,False,False
20.0,1,0,2324.5,16.1,83796,41.1,13.4,9,141.7,0.0,False,False,True,False,False,False
34.0,1,0,1529.5,36.2,105462,32.7,11.3,10,,,False,False,False,False,True,False
51.0,2,0,1529.5,36.2,105462,32.7,11.3,3,39.0,0.0,False,False,False,False,True,False
20.0,1,0,2155.0,15.3,70863,28.8,15.8,7,,,False,False,False,False,False,True
70.0,4,0,1529.5,36.2,105462,32.7,11.3,10,,,False,False,False,False,True,False
50.0,2,0,2324.5,16.1,83796,41.1,13.4,8,,,False,False,True,False,False,False
85.0,3,1,1935.5,19.1,96734,32.2,13.0,3,,,False,True,False,False,False,False
105.0,5,1,1956.6,18.3,66372,26.5,15.3,6,,,True,False,False,False,False,False
43.0,2,0,1529.5,36.2,105462,32.7,11.3,3,,,False,False,False,False,True,False
24.0,1,0,2324.5,16.1,83796,41.1,13.4,4,,,False,False,True,False,False,False
102.0,4,0,2324.5,16.1,83796,41.1,13.4,2,,,False,False,True,False,False,False
95.0,5,0,1638.4,25.8,70238,27.7,10.2,6,,,False,False,False,True,False,False
84.0,3,0,1956.6,18.3,66372,26.5,15.3,12,,,True,False,False,False,False,False
54.0,3,0,2155.0,15.3,70863,28.8,15.8,3,,,False,False,False,False,False,True
40.0,2,1,2155.0,15.3,70863,28.8,15.8,10,,,False,False,False,False,False,True
49.0,2,0,1529.5,36.2,105462,32.7,11.3,8,,,False,False,False,False,True,False
98.0,5,0,1529.5,36.2,105462,32.7,11.3,10,78.2,0.0,False,False,False,False,True,False
52.0,3,0,1935.5,19.1,96734,32.2,13.0,8,,,False,True,False,False,False,False
62.0,3,0,1935.5,19.1,96734,32.2,13.0,10,67.6,0.0,False,True,False,False,False,False
71.0,3,0,2155.0,15.3,70863,28.8,15.8,9,,,False,False,False,False,False,True
65.0,3,0,2324.5,16.1,83796,41.1,13.4,3,,,False,False,True,False,False,False
33.0,2,0,1935.5,19.1,96734,32.2,13.0,4,207.1,1.0,False,True,False,False,False,False
60.0,3,0,1935.5,19.1,96734,32.2,13.0,9,,,False,True,False,False,False,False
77.0,5,1,1956.6,18.3,66372,26.5,15.3,8,205.1,0.0,True,False,False,False,False,False
15.0,1,0,2324.5,16.1,83796,41.1,13.4,7,129.7,0.0,False,False,True,False,False,False
21.0,1,0,1638.4,25.8,70238,27.7,10.2,11,406.7,0.0,False,False,False,True,False,False
49.0,3,0,1529.5,36.2,105462,32.7,11.3,2,,,False,False,False,False,True,False
17.0,1,0,1529.5,36.2,105462,32.7,11.3,7,,,False,False,False,False,True,False
81.0,4,0,1935.5,19.1,96734,32.2,13.0,11,302.9,0.0,False,True,False,False,False,False
